Work ID,DOI,Title,Author,Year,Date,Citation count,Open access
W4410356245,https://doi.org/10.1016/j.compeleceng.2025.110403,Phishing email detection using vector similarity search leveraging transformer-based word embedding,Chanchal Patra|Debasis Giri|Sutanu Nandi|Ashok Kumar Das|Mohammed J. F. Alenazi,2025,2025-05-01,10,NOT Open Access
W2381195878,,Landcover Change of YuTian Oasis Based on Remote Sensing and GIS,Liu Chuan,2003,2003-01-01,4,NOT Open Access
W4405541605,https://doi.org/10.70456/tbrn3643,"PERFORMANCE ANALYSIS OF CHROMA, QDRANT, AND FAISS DATABASES",Emır Öztürk|Altan Mesut,2024,2024-01-01,2,NOT Open Access
W1646862533,https://doi.org/10.22435/balaba.v0i0.1750,SURVEI JENTIK NYAMUK VEKTOR DB (Deman Berdarah) DI DESA WANADADI KECAMATAN WANADADI KABUPATEN BANJARNEGARA TAHUN 2004,Tri Wijayanti|Bina Ikawati|Bondan Fajar Wahyudi,2005,2005-01-01,0,NOT Open Access
W4412939575,https://doi.org/10.1080/00038628.2025.2538505,An integrated method for BIM data retrieval using large language model,Deli Liu|Xiaoping Zhou|Yu Li,2025,2025-08-04,8,NOT Open Access
W4411379560,https://doi.org/10.5860/ital.v44i2.17361,Prospects of Retrieval Augmented Generation (RAG) for Academic Library Search and Retrieval,Ravi Varma Kumar Bevara|Brady Lund|Nishith Reddy Mannuru|Sai Pranathi Karedla|Yara Mohammed|Sai Tulasi Kolapudi|Aashrith Mannuru,2025,2025-06-16,12,Open Access
W4404181126,https://doi.org/10.14778/3685800.3685895,FedSQ: A Secure System for Federated Vector Similarity Queries,Zeqi Zhu|Zeheng Fan|Yuxiang Zeng|Yexuan Shi|Yi Xu|Mengmeng Zhou|Jin Dong,2024,2024-08-01,9,NOT Open Access
W2891928281,https://doi.org/10.7717/peerj.5487,Selecting appropriate variables for detecting grassland to cropland changes using high resolution satellite data,Tomáš Klouček|David Moravec|Jan Komárek|Ondřej Lagner|Přemysl Štych,2018,2018-09-06,17,Open Access
W3174800867,https://doi.org/10.3390/genes12071004,VECTOR: An Integrated Correlation Network Database for the Identification of CeRNA Axes in Uveal Melanoma,Cristina Barbagallo|Antonio Di Maria|Adriana Alecci|Davide Barbagallo|Salvatore Alaimo|Lorenzo Colarossi|Alfredo Ferro|Cinzia Di Pietro|Michele Purrello|Alfredo Pulvirenti|Marco Ragusa,2021,2021-06-29,15,Open Access
W2094871978,https://doi.org/10.2747/1548-1603.48.4.566,"A Multidisciplinary GIS-Based Approach for Mapping Paleoriver Migration: A Case Study of the Serchio River (Lucca Alluvial Plain, Tuscany)",Marina Bisson|Stefania Piccinini|Giovanni Zanchetta,2011,2011-10-01,10,Open Access
W4407959012,https://doi.org/10.1016/j.eng.2025.02.010,Toward a Large Language Model-Driven Medical Knowledge Retrieval and QA System: Framework Design and Evaluation,Yuyang Liu|Xiaoying Li|Yane Luo|Jinhua Du|Ying Zhang|Tao Lyu|Hao Yin|Xiaoli Tang|Hui Liu,2025,2025-02-26,11,Open Access
W3210108363,https://doi.org/10.1007/s42979-021-00946-5,Satellite Image Retrieval Based on Adaptive Gaussian Markov Random Field Model with Bayes Back-Propagation Neural Network,C. Poornachandran|W. T. Chembian|K. Seetharaman,2021,2021-10-30,2,NOT Open Access
W4407357002,https://doi.org/10.1145/3709743,Tribase: A Vector Data Query Engine for Reliable and Lossless Pruning Compression using Triangle Inequalities,Qian Xu|Juan Yang|Feng Zhang|Jiachun Pan|Kang Chen|Youren Shen|Amelie Chi Zhou|Xiaoyong Du,2025,2025-02-10,10,NOT Open Access
W4407630771,https://doi.org/10.1016/j.ipm.2025.104101,MQRLD: A multimodal data retrieval platform with query-aware feature representation and learned index based on data lake,Ming Sheng|Shuliang Wang|Yong Zhang|Kaige Wang|Jingyi Wang|Yi Luo|Rui Hao,2025,2025-02-17,12,NOT Open Access
W2088747396,https://doi.org/10.1017/s0373463399008607,Wavelet Multi-scale Edge Detection for Extraction of Geographic Features to Improve Vector Map Databases,Marlin L. Gendron|Juliette W. Ioup,2000,2000-01-01,7,NOT Open Access
W2785343180,https://doi.org/10.1108/sr-06-2017-0115,Hybrid feature descriptor and probabilistic neuro-fuzzy system for face recognition,Ch. Hima Bindu|K. Manjunathachari,2018,2018-01-25,7,NOT Open Access
W1500012335,,Coastal Survey Maps: From Historical Documents to Digital Databases,Martyn J. Smith|Robert G. Cromley,2006,2006-01-01,3,Open Access
W1601896467,https://doi.org/10.1111/j.1467-9671.2012.01351.x,A <scp>GIS</scp>‐based Vehicle Mobility Estimator for Operational Contexts,Audrey Hohmann|Gilles Grandjean|Vincent Mardhel|Gilles Schaefer|Nicolas Desramaut,2013,2013-02-01,8,Open Access
W2046515937,https://doi.org/10.1109/tla.2014.6868859,Sea Bottom Classification by Means of Bathymetric LIDAR Data,Jesús Velasco|Íñigo Molina|Estíbaliz Martínez|Agueda Arquero|Juan F. Prieto,2014,2014-06-01,6,NOT Open Access
W4409147094,https://doi.org/10.3390/jcm14072450,Thyro-GenAI: A Chatbot Using Retrieval-Augmented Generative Models for Personalized Thyroid Disease Management,Minjeong Shin|Junho Song|Myung-Gwan Kim|Hyeong Won Yu|Eun Kyung Choe|Young Jun Chai,2025,2025-04-03,12,Open Access
W4400993412,https://doi.org/10.69554/yqbv7690,"What executives need to know about knowledge management, large language models and generative AI",Seth Earley,2023,2023-12-01,8,NOT Open Access
W4367047496,https://doi.org/10.1016/j.engappai.2023.106338,SkyWords: An automatic keyword extraction system based on the skyline operator and semantic similarity,Furkan Göz|Alev Mutlu,2023,2023-04-26,9,NOT Open Access
W4414003881,https://doi.org/10.14778/3749646.3749666,Cracking Vector Search Indexes,Vasilis Mageirakos|Bowen Wu|Gustavo Alonso,2025,2025-07-01,3,Open Access
W4407964255,https://doi.org/10.1016/j.ipm.2025.104104,QFAS-KE: Query focused answer summarization using keyword extraction,Rupali Goyal|Parteek Kumar|V. P. Singh,2025,2025-02-26,10,NOT Open Access
W4410594649,https://doi.org/10.1016/j.comnet.2025.111341,RLFE-IDS: A framework of Intrusion Detection System based on Retrieval Augmented Generation and Large Language Model,Xuewei Li|Zengyang Zheng|Mankun Zhao|Yue Zhao|Lifeng Shi|Baoliang Wang,2025,2025-05-22,11,NOT Open Access
W2754986923,https://doi.org/10.4103/ijph.ijph_156_17,Zoonotic surveillance for rickettsiae in rodents and mapping of vectors of rickettsial diseases in India: A multi-centric study,Rina Tilak|Rajesh Kunwar|Pankaj Tyagi|Anurag Khera|Rajneesh Kumar Joshi|UrmilaB Wankhade,2017,2017-01-01,11,Open Access
W4409854784,https://doi.org/10.2196/68776,Leveraging Large Language Models for Accurate Retrieval of Patient Information From Medical Reports: Systematic Evaluation Study,Angel Manuel Garcia-Carmona|Maria-Lorena Prieto|Enrique Puertas|Juan J. Beunza,2025,2025-04-27,11,Open Access
W1684369841,https://doi.org/10.52638/rfpt.2015.237,Multi-scale methodology to map grey and green structures in urban areas using Pléiades images and existing geographic data,Jean Nabucet|Simon Rougier|Julien Deniau|Léo Vétillard|Emilie Hanson|Omar Benarchid|Éléonore Wolff|Laurence Hubert‐Moy|Anne Puissant,2015,2015-01-29,2,Open Access
W4413830359,https://doi.org/10.1145/3762669,RAG-IoE: IoT context-aware information retrieval with Large Language Models in Industry 5.0,Marco Arazzi|Monica Marconi Sciarroni|Antonino Nocera|Emanuele Storti,2025,2025-08-29,5,Open Access
W4226114465,https://doi.org/10.3390/ijgi11040234,A Vector Data Model for Efficiently Rendering Large Vector Maps on Global 3D Terrain Surfaces,Ganlin Wang|Jing Chen,2022,2022-04-04,6,Open Access
W4382395811,https://doi.org/10.24425/agg.2022.141922,OpenStreetMap – building data completeness visualization in terms of “Fitness for purpose”,Sylwia Borkowska|Elżbieta Bielecka|Krzysztof Pokonieczny,2023,2023-06-26,7,Open Access
W4389573668,https://doi.org/10.15407/jai2023.03.126,Using retrieval-augmented generation to elevate low-code developer skills,Олексій Наход,2023,2023-11-30,6,NOT Open Access
W2077793746,https://doi.org/10.3844/ajassp.2013.1398.1412,"AN INTEGRATED FRAMEWORK BASED ON TEXTURE FEATURES, CUCKOO SEARCH AND RELEVANCE VECTOR MACHINE FOR MEDICAL IMAGE RETRIEVAL SYSTEM",Yogapriya Jaganathan,2013,2013-11-01,8,Open Access
W4401177335,https://doi.org/10.1016/j.compag.2024.109287,A novel and convenient lying cow identification method based on YOLOX and CowbodyNet: A study with applications in a barn,Jianxing Xiao|Yongsheng Si|Meiling Xie|Gang Liu|Zhang Yan|Kejian Wang,2024,2024-07-31,9,NOT Open Access
W4408488261,https://doi.org/10.31127/tuje.1624773,Improving LLM Reliability with RAG in Religious Question-Answering: MufassirQAS,Ahmet Yusuf Alan|Enis Karaarslan|Ömer Aydın,2025,2025-03-15,10,Open Access
W4411644483,https://doi.org/10.1016/j.cscm.2025.e04979,Empowering knowledge graphs with hybrid retrieval-augmented generation for the intelligent mix scheme of mass concrete,Yuqing Shang|Zhenyu Ke|Peng Lin|Qianhui Ren|Wenshan Zhang|Xiongwu Wang|Xiaotao Li|Fuyuan Gong|Shiqi Wang|Wang Baofa|Zhigang Xu|Minglun Sun|Shunli Tan,2025,2025-06-25,3,Open Access
W2773430425,,Flexible Similarity Search of Semantic Vectors Using Fulltext Search Engines,Michal Růžička|Vít Novotný|Petr Sojka|Jan Pomikálek|Radim Řehůřek,2017,2017-10-21,4,NOT Open Access
W3035097439,https://doi.org/10.3390/land9060197,"Characteristics of Soil Parameters of Agricultural Land Use Types, Their Location and Development Forecast",Jozef Vilček|Štefan Koco|Eva Litavcová|Stanislav Torma,2020,2020-06-15,7,Open Access
W2789682958,https://doi.org/10.1016/j.amc.2018.01.028,Characterizing the optimal pivots for efficient similarity searches in vector space databases with Minkowski distances,Carolina Gómez-Tostón|Manuel Barrena García|Álvaro González Cortés,2018,2018-02-10,6,NOT Open Access
W7118784573,https://doi.org/10.71465/fair456,RAG-Based AI Agents for Enterprise Software Development: Implementation Patterns and Production Deployment,Xiuyuan Zhao|Tiejiang Sun|Shaochen Ren|Jingyun Yang|Yang Liu,2025,2025-12-02,9,Open Access
W4406707540,https://doi.org/10.3390/info16020076,Augmenting LLMs to Securely Retrieve Information for Construction and Facility Management,David Krütli|Thomas Hanne,2025,2025-01-22,6,Open Access
W3001417069,https://doi.org/10.1002/asl.956,Monthly variation and spatial distribution of quadrant tropical cyclone size in the Western North Pacific,Wei Hong|Yulan Zheng|Bin Chen|Tonghua Su|KE Xiao-qing,2020,2020-01-24,6,Open Access
W4393143532,https://doi.org/10.55041/ijsrem29626,AI Study Partner : Development of an LLM and Gen AI-Enhanced Study Assistant Tool,P Jayavardhini,2024,2024-03-25,12,Open Access
W7147646456,https://doi.org/10.1038/s41587-026-03051-1,Scalable homology detection with ERAST,Yinuo Jiang|Bing He|Zihan Wu|Fang Wang|Tianxu Lv|Yuran Jia|Yu Zhao|Chenchen Qin|Huajun Chen|Qiang Zhang|Jianhua Yao,2026,2026-04-01,1,NOT Open Access
W4413274997,https://doi.org/10.1186/s13073-025-01521-w,Improving automated deep phenotyping through large language models using retrieval-augmented generation,Brandon T. Garcia|Lauren Westerfield|Priya Yelemali|Nikhita Gogate|E. Andres Rivera-Munoz|Haowei Du|Moez Dawood|Angad Jolly|James R. Lupski|Jennifer E. Posey,2025,2025-08-18,15,Open Access
W4310355414,https://doi.org/10.30897/ijegeo.1080023,"Urban Heat Island mapping based on a Local Climate Zone classification: A case study in Strasbourg city, France",Nathalia Philipps|Tania Landes|Pierre Kastendeuch|Georges Najjar|Camille Gourguechon,2022,2022-11-27,6,Open Access
W4412063914,https://doi.org/10.1038/s44385-025-00022-0,PodGPT: an audio-augmented large language model for research and education,Shuyue Jia|Subhrangshu Bit|Edward Searls|Meagan V. Lauber|Pengrui Fan|William M. Wang|Lindsey Claus|Varuna Jasodanand|Divya Veerapaneni|Rhoda Au|Vijaya B. Kolachalama,2025,2025-07-06,6,Open Access
W2317257828,https://doi.org/10.5121/sipij.2012.3409,Bins Approach for CBIR by Shifting the Histogram to Lower Intensities using proposed polynomials,H. B. Kekre,2012,2012-08-31,2,Open Access
W2586054446,,A Framework for Color Image Retrieval Using Full Range Gaussian Morkov Random Field Model and Multi-Class SVM Learning Approach,K. Seetharaman|S. Sathiamoorthy,2014,2014-01-01,3,NOT Open Access
W2394447890,,GIS-based Analysis of City Park Green Space Service Range and Layout Optimization——A Case Study in Huaqiao International Business City,Bin Zhao,2015,2015-01-01,4,NOT Open Access
W1849674298,,Multi-sensor fusion for classification and change-detection in remote-sensed imagery,Dinu Johnson|James Fullwood,1991,1991-02-04,3,NOT Open Access
W4408892944,https://doi.org/10.3390/sym17040496,Enhancing Cryptocurrency Security: Leveraging Embeddings and Large Language Models for Creating Cryptocurrency Security Expert Systems,Ahmed Mohamed Abdallah|Heba K. Aslan|Mohamed S. Abdallah|Young Im Cho|Marianne A. Azer,2025,2025-03-26,3,Open Access
W4402906968,https://doi.org/10.1016/j.ijrobp.2024.07.1346,Using Large Language Models to Create Patient Centered Consent Forms,J. Beattie|Sarah Neufeld|Daniel X. Yang|Christian Chukwuma|Neil Desai|M. Dohopolski|S.B. Jiang,2024,2024-09-27,4,Open Access
W4399323548,https://doi.org/10.55041/ijsrem35402,Enhancing RAG Systems: A Survey of Optimization Strategies for Performance and Scalability,,2024,2024-06-04,1,Open Access
W4413763723,https://doi.org/10.3390/electronics14173402,Developing a Local Generative AI Teaching Assistant System: Utilizing Retrieval-Augmented Generation Technology to Enhance the Campus Learning Environment,Jingwen Wu|Ming‐Hseng Tseng,2025,2025-08-27,4,Open Access
W2897607230,https://doi.org/10.1109/tit.2019.2954336,One-Shot PIR: Refinement and Lifting,Rafael G. L. D’Oliveira|Salim El Rouayheb,2019,2019-11-19,4,Open Access
W4366417609,https://doi.org/10.3390/land12040912,"Study on the Effect of Job Accessibility and Residential Location on Housing Occupancy Rate: A Case Study of Xiamen, China",Feng Ren|Jinbo Zhang|Xiuyun Yang,2023,2023-04-19,7,Open Access
W4408069384,https://doi.org/10.14569/ijacsa.2025.0160212,A Chatbot for the Legal Sector of Mauritius Using the Retrieval-Augmented Generation AI Framework,Taariq Noor Mohamed|Sameerchand Pudaruth|Ivan Coste-Manière,2025,2025-01-01,2,Open Access
W4410215381,https://doi.org/10.1038/s41405-025-00338-4,Transforming education: tackling the two sigma problem with AI in journal clubs – a proof of concept,Fahad Umer|Nighat Naved|Azra Naseem|Ayesha Mansoor|Syed Murtaza Raza Kazmi,2025,2025-05-08,8,Open Access
W4402308794,https://doi.org/10.3233/scs-240011,Enhancing healthcare with intelligent environments: Integrating medical knowledge into GPT for advanced medical personal chatbots,Primož Kocuvan|Matic Zadobovšek|Matjaž Gams,2024,2024-09-06,5,NOT Open Access
W4409967668,https://doi.org/10.3390/fi17050198,Leveraging Retrieval-Augmented Generation for Automated Smart Home Orchestration,Negin Jahanbakhsh|Mario Vega-Barbas|Iván Pau|Lucas Elvira-Martín|Hirad Moosavi|Carolina García Vázquez,2025,2025-04-29,5,Open Access
W4320030387,https://doi.org/10.2478/geosc-2022-0010,Effects of Transport Corridor Advancement on Agglomeration and Industrial Relocation – Dallas Fort Worth (US) case study,Subham Kharel|Parul Singh,2022,2022-12-01,5,Open Access
W4411403501,https://doi.org/10.1145/3725333,PDX: A Data Layout for Vector Similarity Search,Leonardo Kuffò|Elena Krippner|Peter Boncz,2025,2025-06-17,5,Open Access
W4415179176,https://doi.org/10.1109/access.2025.3621344,The Evolution of AI: From Classical Machine Learning to Modern Large Language Models,Rahul Mundlamuri|Ganesh Reddy Gunnam|Nikhil Kumar Mysari|Jayakanth Pujuri,2025,2025-01-01,10,Open Access
W4414267107,https://doi.org/10.14778/3750601.3750674,FedVSE: A Privacy-Preserving and Efficient Vector Search Engine for Federated Databases,Zeheng Fan|Yuxiang Zeng|Zhuanglin Zheng|Yongxin Tong,2025,2025-08-01,1,NOT Open Access
W4381249050,https://doi.org/10.1109/jstars.2023.3287347,Fractal Theory Based Stratified Sampling for Quality Assessment of Remote-Sensing-Derived Geospatial Data,Yao Lu|Huan Xie|Jixian Zhang|Yanmin Jin|Yongjiu Feng|Yali Gong|Wenli Han|He Zhang|Xiaohua Tong,2023,2023-01-01,4,Open Access
W4311519329,https://doi.org/10.3390/robotics11060142,Place Recognition with Memorable and Stable Cues for Loop Closure of Visual SLAM Systems,Rafiqul Islam|H. Habibullah,2022,2022-12-04,7,Open Access
W2950013988,https://doi.org/10.5614/j.eng.technol.sci.2019.51.2.3,A Coal Mine Underground Localization Algorithm Based on the Feature Vector,Guo Yinjing|Xianqi Song|Yang Lei|Wenhong Lv,2019,2019-04-30,3,Open Access
W7106122337,https://doi.org/10.1016/j.clsr.2025.106229,Enhancing legal document building with Retrieval-Augmented Generation,Matteo Buffa|Alfio Ferrara|Sergio Picascia|Davide Riva|Silvana Castano,2025,2025-11-01,2,Open Access
W4410538599,https://doi.org/10.14778/3717755.3717760,GTI: Graph-Based Tree Index with Logarithm Updates for Nearest Neighbor Search in High-Dimensional Spaces,Ruiyao Ma|Yifan Zhu|Baihua Zheng|Lu Chen|Congcong Ge|Yunjun Gao,2024,2024-12-01,5,Open Access
W4404667492,https://doi.org/10.2196/60095,Developing an ICD-10 Coding Assistant: Pilot Study Using RoBERTa and GPT-4 for Term Extraction and Description-Based Code Selection,Sander Puts|Catharina M.L. Zegers|André Dekker|Iñigo Bermejo,2024,2024-11-24,11,Open Access
W4410359057,https://doi.org/10.1109/lca.2025.3570235,Cosmos: A CXL-Based Full In-Memory System for Approximate Nearest Neighbor Search,Seoyoung Ko|Hyunjeong Shim|Wanju Doh|Sungmin Yun|Jinin So|Yongsuk Kwon|Sangsoo Park|Si-Dong Roh|Minyong Yoon|Taeksang Song|Jung Ho Ahn,2025,2025-01-01,4,Open Access
W4408859326,https://doi.org/10.1109/access.2025.3554960,"LLM-Driven, Self-Improving Framework for Security Test Automation: Leveraging Karate DSL for Augmented API Resilience",Emil Marian Pașca|Daniela Delinschi|Rudolf Erdei|Oliviu Matei,2025,2025-01-01,8,Open Access
W4415544485,https://doi.org/10.2196/75262,Development and Evaluation of a Retrieval-Augmented Generation Chatbot for Orthopedic and Trauma Surgery Patient Education: Mixed-Methods Study,David Baur|Jörg Ansorg|Christoph‐Eckhard Heyde|Anna Voelker,2025,2025-09-27,13,Open Access
